price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
9500000,"Бунинская аллея: 10 мин, Щербинка: 5 мин, Силикатная: 9 мин",Щербинка,5 мин,1.0,3.0,11.0,35.7,10.0,,Кирпичный,,2021.0,1.0,"Школы, Магазины","Парковка, Видеонаблюдение",,,322461589,https://www.cian.ru/sale/flat/322461589/,
6599900,"Филатов Луг: 12 мин, Прокшино: 14 мин, Рассказовка: 17 мин",Филатов Луг,12 мин,,5.0,5.0,40.0,15.0,3.0,,Евроремонт,2021.0,,,Парковка,,,322018535,https://www.cian.ru/sale/flat/322018535/,20.0
17490000,"Речной вокзал: 21 мин, Грачёвская: 21 мин, Беломорская: 24 мин",Речной вокзал,21 мин,2.0,5.0,17.0,51.2,8.0,,Панельный,Есть ремонт,,,"Школы, Магазины","Парковка, Видеонаблюдение",,,323085719,https://www.cian.ru/sale/flat/323085719/,30.0
16490000,"Тульская: 6 мин, Шаболовская: 19 мин, Серпуховская: 19 мин",Тульская,6 мин,,3.0,13.0,26.6,5.0,3.0,Монолитный,,2024.0,,Школы,"Парковка, Охрана, Видеонаблюдение",,,323021091,https://www.cian.ru/sale/flat/323021091/,15.0
28000000,"Коптево: 8 мин, Лихоборы: 4 мин, Водный стадион: 5 мин",Лихоборы,4 мин,2.0,8.0,20.0,58.0,11.0,,Панельный,Есть ремонт,,,,,,,322912444,https://www.cian.ru/sale/flat/322912444/,32.3
11800000,"Бабушкинская: 22 мин, Свиблово: 25 мин, Отрадное: 5 мин",Отрадное,5 мин,1.0,11.0,12.0,38.8,8.0,,,,,,,Парковка,,,319267942,https://www.cian.ru/sale/flat/319267942/,
21500000,"Люблино: 15 мин, Братиславская: 19 мин, Марьино: 6 мин",Марьино,6 мин,3.0,7.0,17.0,74.8,10.2,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,316262150,https://www.cian.ru/sale/flat/316262150/,44.5
27500000,"Трикотажная: 5 мин, Волоколамская: 20 мин, Мякинино: 21 мин",Трикотажная,5 мин,3.0,19.0,19.0,73.8,16.3,3.0,Монолитный,,2023.0,,"Торговые центры, Школы, Магазины",Парковка,,,321683484,https://www.cian.ru/sale/flat/321683484/,36.0
12000000,"Лебедянская: 3 мин, Бирюлёво: 13 мин, Липецкая: 21 мин, Царицыно: 7 мин, Кантемировская: 9 мин, Домодедовская: 9 мин",Лебедянская,3 мин,1.0,14.0,17.0,38.4,8.5,2.7,Панельный,Есть ремонт,,,Школы,Парковка,,,322694215,https://www.cian.ru/sale/flat/322694215/,19.3
12500000,"Нагорная: 8 мин, Нахимовский проспект: 8 мин, Каховская: 25 мин",Нагорная,8 мин,1.0,10.0,12.0,35.3,9.7,,Блочный,Есть ремонт,,,"Школы, Магазины",,,,323203496,https://www.cian.ru/sale/flat/323203496/,20.0
14700000,"Нижегородская: 9 мин, Нижегородская: 8 мин, Нижегородская: 12 мин, Стахановская: 13 мин, Новохохловская: 19 мин",Нижегородская,8 мин,,21.0,31.0,24.1,3.0,3.0,Монолитный,Есть ремонт,2023.0,,Магазины,Парковка,,,322241746,https://www.cian.ru/sale/flat/322241746/,
19900000,"Люблино: 19 мин, Братиславская: 22 мин, Марьино: 7 мин",Марьино,7 мин,3.0,17.0,17.0,74.5,10.0,,Панельный,Есть ремонт,,,Школы,,,,321383492,https://www.cian.ru/sale/flat/321383492/,45.0
19000000,"Беговая: 9 мин, Полежаевская: 12 мин, Хорошёвская: 12 мин, ЦСКА: 17 мин",Беговая,9 мин,2.0,2.0,17.0,56.6,10.2,2.75,Панельный,,,,,,,,307446758,https://www.cian.ru/sale/flat/307446758/,33.0
35000000,"Отрадное: 21 мин, Дегунино: 18 мин, Бескудниково: 23 мин",Дегунино,18 мин,3.0,11.0,20.0,100.0,10.8,2.7,,,2024.0,,"Школы, Магазины",Парковка,,,323462682,https://www.cian.ru/sale/flat/323462682/,60.0
15500000,"Волгоградский проспект: 7 мин, Угрешская: 7 мин, Дубровка: 20 мин",Волгоградский проспект,7 мин,,4.0,29.0,40.5,14.3,,,,,,,Парковка,,,321545451,https://www.cian.ru/sale/flat/321545451/,13.3
19800000,"Яхромская: 8 мин, Селигерская: 14 мин, Бескудниково: 18 мин",Яхромская,8 мин,2.0,12.0,24.0,56.6,11.7,,Блочный,,,,"Школы, Магазины",,,,322487826,https://www.cian.ru/sale/flat/322487826/,29.3
17000000,"Борисово: 8 мин, Шипиловская: 20 мин, Марьино: 23 мин",Борисово,8 мин,2.0,3.0,17.0,50.2,8.1,,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320532316,https://www.cian.ru/sale/flat/320532316/,30.3
32500000,"Спартак: 13 мин, Тушинская: 21 мин, Волоколамская: 8 мин",Волоколамская,8 мин,1.0,7.0,22.0,52.4,23.4,3.37,,,2024.0,,Школы,"Парковка, Видеонаблюдение",,,313296332,https://www.cian.ru/sale/flat/313296332/,18.7
12700000,"Измайловская: 8 мин, Щёлковская: 16 мин, Гольяново: 15 мин, Первомайская: 5 мин",Первомайская,5 мин,2.0,2.0,12.0,44.9,6.0,2.5,Блочный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322193630,https://www.cian.ru/sale/flat/322193630/,28.4
14990000,"Верхние Лихоборы: 8 мин, Дегунино: 14 мин, Окружная: 16 мин",Верхние Лихоборы,8 мин,2.0,9.0,14.0,40.0,6.0,2.64,Блочный,Есть ремонт,,,Школы,Парковка,,,323568499,https://www.cian.ru/sale/flat/323568499/,28.0
13000000,"Верхние Лихоборы: 6 мин, Дегунино: 11 мин, Селигерская: 19 мин, Окружная: 20 мин",Верхние Лихоборы,6 мин,1.0,9.0,17.0,38.0,10.5,,Панельный,,,,Магазины,,,,322371728,https://www.cian.ru/sale/flat/322371728/,21.0
35750000,"Беломорская: 4 мин, Речной вокзал: 17 мин, Ховрино: 25 мин",Беломорская,4 мин,3.0,8.0,24.0,103.0,9.0,3.1,Монолитный,,2016.0,,"Торговые центры, Школы, Магазины","Парковка, Охрана, Видеонаблюдение",,,319396672,https://www.cian.ru/sale/flat/319396672/,56.0
4785240000,"Пушкинская: 7 мин, Тверская: 8 мин, Маяковская: 9 мин, Чеховская: 11 мин, Баррикадная: 19 мин, Арбатская: 20 мин",Пушкинская,7 мин,,3.0,6.0,495.9,,,,,1901.0,,Школы,"Парковка, Охрана, Видеонаблюдение",,,323214122,https://www.cian.ru/sale/flat/323214122/,
3767400000,"Кропоткинская: 2 мин, Боровицкая: 8 мин, Библиотека им. Ленина: 10 мин, Александровский сад: 12 мин, Арбатская: 13 мин, Парк Культуры: 17 мин, Полянка: 20 мин, Охотный ряд: 20 мин",Кропоткинская,2 мин,,5.0,5.0,538.2,117.0,3.6,Монолитный,,2021.0,,Торговые центры,"Парковка, Охрана",,,316327764,https://www.cian.ru/sale/flat/316327764/,250.0
3720599999,"Пушкинская: 7 мин, Тверская: 8 мин, Маяковская: 9 мин, Чеховская: 11 мин, Баррикадная: 19 мин, Арбатская: 20 мин",Пушкинская,7 мин,,6.0,6.0,620.0,,,,,1901.0,,,"Парковка, Охрана, Видеонаблюдение",,,321186548,https://www.cian.ru/sale/flat/321186548/,
2900000000,"Тверская: 16 мин, Баррикадная: 11 мин, Краснопресненская: 15 мин, Пушкинская: 16 мин, Арбатская: 16 мин, Маяковская: 18 мин, Чеховская: 19 мин",Баррикадная,11 мин,4.0,8.0,8.0,950.0,140.0,3.8,Кирпичный,,2010.0,,Торговые центры,Парковка,,,311338842,https://www.cian.ru/sale/flat/311338842/,590.0
2831013500,"Баррикадная: 11 мин, Краснопресненская: 15 мин, Тверская: 16 мин, Пушкинская: 16 мин, Арбатская: 16 мин, Маяковская: 18 мин, Чеховская: 19 мин",Баррикадная,11 мин,,8.0,8.0,950.0,,,Кирпичный,,2010.0,,"Школы, Торговые центры",Парковка,,,197214440,https://www.cian.ru/sale/flat/197214440/,
2831013500,"Баррикадная: 11 мин, Краснопресненская: 15 мин, Тверская: 16 мин, Пушкинская: 16 мин, Арбатская: 16 мин, Маяковская: 18 мин, Чеховская: 19 мин",Баррикадная,11 мин,,8.0,8.0,901.2,,5.0,Кирпичный,,2010.0,,Торговые центры,Парковка,,,284989203,https://www.cian.ru/sale/flat/284989203/,
2831013500,"Минская: 14 мин, Минская: 12 мин, Ломоносовский проспект: 20 мин",Минская,12 мин,,4.0,4.0,1640.0,20.0,3.5,Монолитный,,2019.0,,Торговые центры,Парковка,,,307016463,https://www.cian.ru/sale/flat/307016463/,
2831013500,"Баррикадная: 11 мин, Краснопресненская: 15 мин, Тверская: 16 мин, Пушкинская: 16 мин, Арбатская: 16 мин, Маяковская: 18 мин, Чеховская: 19 мин",Баррикадная,11 мин,,8.0,8.0,901.2,,3.8,Кирпичный,,2010.0,,"Торговые центры, Магазины","Парковка, Охрана, Видеонаблюдение",,,320549939,https://www.cian.ru/sale/flat/320549939/,
2831013500,"Маяковская: 16 мин, Баррикадная: 13 мин, Пушкинская: 13 мин, Тверская: 14 мин, Краснопресненская: 16 мин, Арбатская: 16 мин, Чеховская: 17 мин",Баррикадная,13 мин,,8.0,8.0,901.2,25.0,3.0,Кирпичный,,2010.0,,"Торговые центры, Школы, Магазины","Парковка, Охрана",,,313916510,https://www.cian.ru/sale/flat/313916510/,786.0
2771600000,"Тверская: 10 мин, Пушкинская: 10 мин, Чеховская: 13 мин, Арбатская: 14 мин, Маяковская: 14 мин, Баррикадная: 17 мин, Александровский сад: 19 мин, Библиотека им. Ленина: 19 мин, Охотный ряд: 20 мин, Краснопресненская: 20 мин",Тверская,10 мин,,7.0,7.0,426.4,30.0,,Монолитный,,2019.0,,,Парковка,,,319081687,https://www.cian.ru/sale/flat/319081687/,
2282700000,"Кропоткинская: 2 мин, Боровицкая: 8 мин, Библиотека им. Ленина: 10 мин, Александровский сад: 12 мин, Арбатская: 13 мин, Парк Культуры: 17 мин, Полянка: 20 мин, Охотный ряд: 20 мин",Кропоткинская,2 мин,,5.0,5.0,326.1,117.0,3.6,Монолитный,,2021.0,,Торговые центры,"Парковка, Охрана",,,316326163,https://www.cian.ru/sale/flat/316326163/,80.6
1998500000,"Кропоткинская: 2 мин, Боровицкая: 8 мин, Библиотека им. Ленина: 10 мин, Александровский сад: 12 мин, Арбатская: 13 мин, Парк Культуры: 17 мин, Полянка: 20 мин, Охотный ряд: 20 мин",Кропоткинская,2 мин,,5.0,5.0,285.5,70.0,3.6,Монолитный,,2021.0,,Торговые центры,"Парковка, Охрана",,,316328444,https://www.cian.ru/sale/flat/316328444/,74.0
1986397182,"Охотный ряд: 6 мин, Тверская: 8 мин, Пушкинская: 9 мин, Театральная: 11 мин, Чеховская: 11 мин, Библиотека им. Ленина: 12 мин, Александровский сад: 14 мин, Арбатская: 14 мин, Кузнецкий мост: 15 мин, Площадь Революции: 16 мин, Лубянка: 16 мин, Боровицкая: 16 мин, Маяковская: 18 мин, Трубная: 19 мин",Охотный ряд,6 мин,,4.0,5.0,664.7,100.0,,,,,,,"Парковка, Охрана",,,315244820,https://www.cian.ru/sale/flat/315244820/,132.0
1986000000,"Охотный ряд: 8 мин, Тверская: 10 мин, Пушкинская: 11 мин, Театральная: 12 мин, Библиотека им. Ленина: 12 мин, Чеховская: 13 мин, Александровский сад: 14 мин, Арбатская: 14 мин, Боровицкая: 16 мин, Площадь Революции: 17 мин, Кузнецкий мост: 17 мин, Лубянка: 18 мин, Маяковская: 20 мин",Охотный ряд,8 мин,,4.0,5.0,664.7,90.0,3.0,Монолитный,Есть ремонт,2022.0,,,Парковка,,,323316148,https://www.cian.ru/sale/flat/323316148/,350.0
1800000000,"Кропоткинская: 6 мин, Парк Культуры: 9 мин, Смоленская: 15 мин, Боровицкая: 17 мин, Арбатская: 18 мин, Библиотека им. Ленина: 18 мин, Александровский сад: 20 мин",Кропоткинская,6 мин,,5.0,7.0,469.9,,4.0,,,2014.0,,,Парковка,,,317513294,https://www.cian.ru/sale/flat/317513294/,
