price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
10600000,"Саларьево: 19 мин, Румянцево: 20 мин, Солнцево: 5 мин",Солнцево,5 мин,,15.0,24.0,27.3,5.0,2.9,Монолитный,Есть ремонт,2022.0,,"Школы, Торговые центры","Парковка, Охрана",,,315663306,https://www.cian.ru/sale/flat/315663306/,19.0
12990000,"Яхромская: 14 мин, Бескудниково: 10 мин, Дегунино: 20 мин",Бескудниково,10 мин,2.0,2.0,12.0,52.0,9.0,,,Есть ремонт,1979.0,,"Школы, Магазины",,,,323347746,https://www.cian.ru/sale/flat/323347746/,35.0
12950000,"Ховрино: 2 мин, Ховрино: 2 мин, Левобережная: 20 мин",Ховрино,2 мин,1.0,3.0,14.0,42.0,10.0,,Блочный,Дизайнерский ремонт,,,,,,,320071094,https://www.cian.ru/sale/flat/320071094/,20.0
73500000,"Новослободская: 8 мин, Менделеевская: 12 мин, Достоевская: 12 мин, Маяковская: 13 мин, Пушкинская: 16 мин, Чеховская: 16 мин, Цветной бульвар: 17 мин, Тверская: 17 мин, Белорусская: 20 мин, Трубная: 20 мин",Новослободская,8 мин,3.0,3.0,13.0,139.7,18.1,,Кирпичный,,,,Школы,"Видеонаблюдение, Парковка, Охрана",,,322848160,https://www.cian.ru/sale/flat/322848160/,88.0
3999999,"Филатов Луг: 13 мин, Прокшино: 16 мин, Саларьево: 16 мин",Филатов Луг,13 мин,,1.0,9.0,14.0,3.0,2.72,Монолитный,,2020.0,,,Парковка,,,322632768,https://www.cian.ru/sale/flat/322632768/,10.0
12400000,"Щербинка: 15 мин, Бутово: 8 мин, Силикатная: 10 мин",Бутово,8 мин,2.0,14.0,14.0,59.0,12.0,,Кирпичный,Евроремонт,,,"Школы, Магазины, Торговые центры",,,,321023689,https://www.cian.ru/sale/flat/321023689/,38.0
15500000,"Окская: 3 мин, Рязанский проспект: 9 мин, Вешняки: 16 мин",Окская,3 мин,1.0,6.0,25.0,40.0,12.0,,Монолитный,,,,,Парковка,,,306255570,https://www.cian.ru/sale/flat/306255570/,18.0
33290000,"Народное Ополчение: 21 мин, Хорошёво: 24 мин, Мнёвники: 4 мин",Мнёвники,4 мин,2.0,12.0,19.0,57.2,13.3,3.1,,,2021.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,321701748,https://www.cian.ru/sale/flat/321701748/,27.6
34000000,"Народное Ополчение: 24 мин, Мнёвники: 5 мин, Щукинская: 6 мин",Мнёвники,5 мин,3.0,15.0,49.0,81.6,12.0,3.0,Монолитный,,2023.0,,"Школы, Магазины",Парковка,,,309748063,https://www.cian.ru/sale/flat/309748063/,55.0
14950000,"Лефортово: 3 мин, Лефортово: 3 мин, Сортировочная: 16 мин",Лефортово,3 мин,1.0,14.0,17.0,38.4,10.0,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320915795,https://www.cian.ru/sale/flat/320915795/,19.0
13500000,"Улица Академика Янгеля: 9 мин, Красный Строитель: 14 мин, Покровское: 22 мин",Улица Академика Янгеля,9 мин,3.0,11.0,12.0,57.2,6.0,2.64,Панельный,,,,"Школы, Магазины, Торговые центры",Парковка,,,323184453,https://www.cian.ru/sale/flat/323184453/,42.0
15000000,"Яхромская: 20 мин, Лианозово: 14 мин, Бескудниково: 14 мин, Лианозово: 20 мин",Лианозово,14 мин,1.0,28.0,32.0,50.0,18.0,3.0,Монолитный,Есть ремонт,2008.0,,"Школы, Магазины",Парковка,,,323521284,https://www.cian.ru/sale/flat/323521284/,
10600000,"Ховрино: 13 мин, Ховрино: 12 мин, Грачёвская: 13 мин",Ховрино,12 мин,1.0,9.0,12.0,34.8,9.4,,,,,,Школы,Парковка,,,323128405,https://www.cian.ru/sale/flat/323128405/,20.0
7500000,"Митино: 21 мин, Пенягино: 19 мин, Пятницкое шоссе: 5 мин",Пятницкое шоссе,5 мин,,13.0,17.0,53.5,9.2,,Панельный,Есть ремонт,,,,Парковка,,,318388819,https://www.cian.ru/sale/flat/318388819/,32.3
16499000,"Селигерская: 9 мин, Моссельмаш: 12 мин, Верхние Лихоборы: 20 мин",Селигерская,9 мин,1.0,4.0,24.0,38.7,12.0,2.68,Монолитный,Есть ремонт,2021.0,,"Школы, Магазины",Парковка,,,320872449,https://www.cian.ru/sale/flat/320872449/,24.0
15300000,"Яхромская: 12 мин, Лианозово: 15 мин, Лианозово: 15 мин",Яхромская,12 мин,1.0,20.0,21.0,39.9,10.6,,Монолитный,Есть ремонт,,,,Парковка,,,298685171,https://www.cian.ru/sale/flat/298685171/,21.5
30500000,"Саларьево: 15 мин, Филатов Луг: 4 мин, Прокшино: 8 мин",Филатов Луг,4 мин,3.0,4.0,15.0,87.0,18.6,2.7,Панельный,Есть ремонт,2020.0,,Магазины,Парковка,,,323175315,https://www.cian.ru/sale/flat/323175315/,43.2
27500000,"Румянцево: 15 мин, Саларьево: 7 мин, Солнцево: 9 мин",Саларьево,7 мин,3.0,8.0,9.0,86.1,12.2,3.0,Монолитный,Есть ремонт,2022.0,,Магазины,Парковка,,,319082036,https://www.cian.ru/sale/flat/319082036/,55.0
53000000,"Смоленская: 7 мин, Баррикадная: 14 мин, Краснопресненская: 15 мин, Арбатская: 18 мин",Смоленская,7 мин,4.0,6.0,8.0,107.0,11.0,3.2,Кирпичный,,,,,Парковка,,,322880662,https://www.cian.ru/sale/flat/322880662/,87.0
11400000,"Санино: 9 мин, Крёкшино: 21 мин, Победа: 9 мин",Санино,9 мин,2.0,7.0,7.0,55.9,14.2,2.7,,,2022.0,,"Школы, Магазины, Торговые центры",Парковка,,,323334001,https://www.cian.ru/sale/flat/323334001/,27.8
14199000,"Люблино: 14 мин, Братиславская: 25 мин, Перерва: 6 мин",Перерва,6 мин,1.0,7.0,25.0,38.5,16.0,,Монолитный,Евроремонт,2020.0,,"Школы, Магазины, Торговые центры",Парковка,,,317669865,https://www.cian.ru/sale/flat/317669865/,14.0
17000000,"Коптево: 8 мин, Лихоборы: 18 мин, Окружная: 5 мин",Окружная,5 мин,1.0,9.0,17.0,36.8,7.8,,Панельный,,,,,,,,318861065,https://www.cian.ru/sale/flat/318861065/,19.1
11500000,"Тютчевская: 11 мин, Генерала Тюленева: 24 мин, Саларьево: 7 мин",Саларьево,7 мин,1.0,1.0,10.0,63.0,15.9,2.65,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,320549682,https://www.cian.ru/sale/flat/320549682/,25.3
18500000,"Жулебино: 9 мин, Ухтомская: 15 мин, Лермонтовский проспект: 17 мин, Косино: 20 мин",Жулебино,9 мин,3.0,1.0,14.0,74.5,10.2,,Панельный,,,,"Магазины, Торговые центры",Парковка,,,312714498,https://www.cian.ru/sale/flat/312714498/,45.3
23900000,"Ботанический сад: 12 мин, ВДНХ: 5 мин, Свиблово: 5 мин",ВДНХ,5 мин,3.0,7.0,19.0,76.5,10.0,2.64,Панельный,Есть ремонт,,,,Парковка,,,323170640,https://www.cian.ru/sale/flat/323170640/,52.7
12799999,"Яхромская: 5 мин, Грачёвская: 20 мин, Селигерская: 5 мин",Яхромская,5 мин,3.0,2.0,8.0,55.0,6.0,,Кирпичный,,,,"Школы, Магазины",,,,319974591,https://www.cian.ru/sale/flat/319974591/,38.0
12500000,"Люблино: 6 мин, Братиславская: 7 мин, Волжская: 7 мин",Люблино,6 мин,3.0,8.0,9.0,53.8,6.0,2.64,Кирпичный,,,,"Школы, Магазины",Парковка,,,323125841,https://www.cian.ru/sale/flat/323125841/,39.0
13950000,"Курьяново: 9 мин, Перерва: 5 мин, Марьино: 7 мин",Перерва,5 мин,1.0,6.0,19.0,38.0,12.0,,,,2021.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,321706658,https://www.cian.ru/sale/flat/321706658/,16.0
19900000,"Потапово: 24 мин, Коммунарка: 5 мин, Ольховая: 6 мин",Коммунарка,5 мин,3.0,9.0,15.0,66.8,19.1,2.75,Монолитный,Есть ремонт,2019.0,,"Школы, Магазины",Парковка,,,315087324,https://www.cian.ru/sale/flat/315087324/,30.4
20500000,"Планерная: 9 мин, Химки: 8 мин, Сходненская: 9 мин",Химки,8 мин,3.0,2.0,10.0,70.2,9.3,2.7,Монолитно-кирпичный,Есть ремонт,,,"Школы, Магазины",Парковка,,,316330163,https://www.cian.ru/sale/flat/316330163/,47.8
16300000,"Пыхтино: 10 мин, Рассказовка: 4 мин, Новопеределкино: 7 мин",Рассказовка,4 мин,2.0,9.0,17.0,60.1,12.7,2.74,Панельный,Есть ремонт,2012.0,,"Школы, Магазины, Торговые центры","Видеонаблюдение, Парковка",,,319458640,https://www.cian.ru/sale/flat/319458640/,42.0
11450000,"Потапово: 5 мин, Бунинская аллея: 6 мин, Улица Горчакова: 7 мин",Потапово,5 мин,2.0,12.0,17.0,48.7,10.7,,Монолитный,Есть ремонт,,,Школы,,,,323524337,https://www.cian.ru/sale/flat/323524337/,22.9
16000000,"Щукинская: 12 мин, Стрешнево: 25 мин, Спартак: 4 мин",Спартак,4 мин,2.0,8.0,9.0,42.0,6.0,,Кирпичный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322348296,https://www.cian.ru/sale/flat/322348296/,27.0
16500000,"Яхромская: 13 мин, Моссельмаш: 18 мин, Селигерская: 20 мин",Яхромская,13 мин,3.0,6.0,12.0,64.0,7.0,2.5,Панельный,,,,"Школы, Магазины",Парковка,,,311664370,https://www.cian.ru/sale/flat/311664370/,45.0
29500000,"Алексеевская: 12 мин, ВДНХ: 24 мин, Рижская: 5 мин",Рижская,5 мин,,13.0,17.0,62.0,10.0,3.3,Монолитно-кирпичный,Есть ремонт,2021.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,322739275,https://www.cian.ru/sale/flat/322739275/,37.0
14700000,"Выхино: 9 мин, Вешняки: 10 мин, Выхино: 11 мин, Рязанский проспект: 15 мин",Выхино,9 мин,2.0,2.0,17.0,52.0,9.8,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322171353,https://www.cian.ru/sale/flat/322171353/,30.0
15800000,"Щукинская: 8 мин, Октябрьское поле: 5 мин, Стрешнево: 5 мин",Октябрьское поле,5 мин,1.0,13.0,26.0,40.9,8.5,2.75,Монолитно-кирпичный,,2008.0,,"Школы, Магазины",Парковка,,,318579835,https://www.cian.ru/sale/flat/318579835/,24.5
57000000,"Новокузнецкая: 1 мин, Третьяковская: 4 мин, Полянка: 15 мин, Павелецкая: 15 мин, Добрынинская: 20 мин",Новокузнецкая,1 мин,4.0,7.0,8.0,93.1,,3.3,Кирпичный,Есть ремонт,,,,,,,314304590,https://www.cian.ru/sale/flat/314304590/,
12500000,"Царицыно: 16 мин, Кантемировская: 22 мин, Кавказский бульвар: 24 мин, Москворечье: 6 мин",Москворечье,6 мин,2.0,9.0,12.0,45.0,6.0,2.5,Блочный,,,,"Школы, Магазины",Парковка,,,322404487,https://www.cian.ru/sale/flat/322404487/,28.9
12700000,"Борисово: 24 мин, Москворечье: 4 мин, Алма-Атинская: 7 мин",Москворечье,4 мин,1.0,4.0,16.0,34.6,7.0,,Панельный,,,,"Школы, Магазины",,,,323007906,https://www.cian.ru/sale/flat/323007906/,19.6
149000000,"Бульвар Генерала Карбышева: 18 мин, Народное Ополчение: 21 мин, Мнёвники: 24 мин, Хорошёвская: 7 мин",Хорошёвская,7 мин,,15.0,27.0,254.0,25.0,2.8,Монолитно-кирпичный,,,,"Школы, Магазины","Видеонаблюдение, Парковка, Охрана",,,310401850,https://www.cian.ru/sale/flat/310401850/,204.0
10600000,"Братиславская: 21 мин, Люблино: 5 мин, Марьино: 6 мин",Люблино,5 мин,1.0,8.0,17.0,38.2,8.0,,Панельный,,,,Школы,Парковка,,,323526843,https://www.cian.ru/sale/flat/323526843/,
14550000,"Медведково: 10 мин, Бабушкинская: 5 мин, Свиблово: 6 мин",Бабушкинская,5 мин,3.0,3.0,9.0,60.0,6.0,2.7,Панельный,Есть ремонт,,,"Школы, Магазины, Торговые центры",Парковка,,,323376871,https://www.cian.ru/sale/flat/323376871/,45.0
45900000,"Бауманская: 13 мин, Электрозаводская: 16 мин, Электрозаводская: 17 мин, Электрозаводская: 17 мин",Бауманская,13 мин,3.0,13.0,23.0,88.5,20.8,,Монолитный,,2026.0,,,Парковка,,,316997861,https://www.cian.ru/sale/flat/316997861/,48.3
45300000,"Парк Культуры: 9 мин, Фрунзенская: 10 мин, Спортивная: 24 мин",Парк Культуры,9 мин,2.0,4.0,12.0,57.0,8.0,3.0,Кирпичный,,,,Школы,Парковка,,,320469231,https://www.cian.ru/sale/flat/320469231/,35.0
15600000,"Кленовый бульвар: 12 мин, Коломенская: 18 мин, Нагатинский Затон: 4 мин",Нагатинский Затон,4 мин,3.0,1.0,9.0,57.0,6.0,2.64,Кирпичный,Есть ремонт,,,,Парковка,,,322304911,https://www.cian.ru/sale/flat/322304911/,32.0
15000000,"Ховрино: 16 мин, Беломорская: 18 мин, Ховрино: 20 мин",Ховрино,16 мин,2.0,6.0,16.0,52.0,9.0,,Панельный,,,,Торговые центры,,,,322037808,https://www.cian.ru/sale/flat/322037808/,31.0
195000000,"Октябрьское поле: 10 мин, Щукинская: 10 мин, Стрешнево: 6 мин",Стрешнево,6 мин,,2.0,6.0,242.0,15.0,3.2,Кирпичный,,2008.0,,,Парковка,,,320695744,https://www.cian.ru/sale/flat/320695744/,156.0
,,,,,,,,,,,,,,,,,,323234301,https://www.cian.ru/sale/flat/323234301/,
11300000,"Жулебино: 5 мин, Юго-Восточная: 21 мин, Котельники: 6 мин",Жулебино,5 мин,2.0,8.0,16.0,52.5,8.6,2.64,,Есть ремонт,,,,Парковка,,,323043659,https://www.cian.ru/sale/flat/323043659/,31.0
32000000,"Шелепиха: 11 мин, Шелепиха: 7 мин, Москва-Сити: 15 мин, Москва-Сити: 17 мин, Москва-Сити: 19 мин",Шелепиха,7 мин,3.0,10.0,45.0,82.3,12.0,3.1,Монолитный,,2019.0,,,Парковка,,,313293389,https://www.cian.ru/sale/flat/313293389/,
12000000,"Марьино: 21 мин, Перерва: 16 мин, Курьяново: 17 мин",Перерва,16 мин,2.0,11.0,12.0,52.3,8.8,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322282698,https://www.cian.ru/sale/flat/322282698/,30.4
26900000,"Нагатинский Затон: 6 мин, Кленовый бульвар: 21 мин, Коломенская: 8 мин",Нагатинский Затон,6 мин,2.0,9.0,18.0,43.0,15.0,3.1,,,2021.0,,"Школы, Магазины",Парковка,,,320852498,https://www.cian.ru/sale/flat/320852498/,25.0
53000000,"Киевская: 10 мин, Смоленская: 18 мин, Фрунзенская: 19 мин, Парк Культуры: 20 мин",Киевская,10 мин,2.0,4.0,8.0,80.0,10.0,3.2,Кирпичный,,,,,Парковка,,,317210032,https://www.cian.ru/sale/flat/317210032/,49.0
19500000,"Рязанский проспект: 20 мин, Плющево: 8 мин, Окская: 12 мин, Чухлинка: 16 мин, Перово: 20 мин, Вешняки: 20 мин",Плющево,8 мин,2.0,12.0,17.0,56.0,12.0,,Монолитный,Есть ремонт,2021.0,,"Школы, Магазины, Торговые центры","Видеонаблюдение, Парковка",,,323399690,https://www.cian.ru/sale/flat/323399690/,32.0
15000000,"Тушинская: 19 мин, Спартак: 22 мин, Трикотажная: 6 мин",Трикотажная,6 мин,,2.0,4.0,52.9,10.0,,,Дизайнерский ремонт,,,"Школы, Магазины",Парковка,,,322730207,https://www.cian.ru/sale/flat/322730207/,38.0
15500000,"Автозаводская: 17 мин, Дубровка: 18 мин, Пролетарская: 18 мин, Крестьянская застава: 20 мин",Автозаводская,17 мин,2.0,5.0,8.0,44.0,6.0,,Кирпичный,,,,"Школы, Магазины",,,,323091273,https://www.cian.ru/sale/flat/323091273/,28.0
125000000,"Белорусская: 16 мин, Краснопресненская: 15 мин, Баррикадная: 15 мин, Улица 1905 года: 17 мин, Белорусская: 17 мин, Маяковская: 19 мин",Краснопресненская,15 мин,3.0,11.0,21.0,148.0,18.0,,Монолитно-кирпичный,,2008.0,,Школы,"Видеонаблюдение, Парковка",,,315867529,https://www.cian.ru/sale/flat/315867529/,70.0
18000000,"Трикотажная: 25 мин, Митино: 6 мин, Волоколамская: 6 мин",Митино,6 мин,3.0,1.0,16.0,72.8,10.0,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,314925928,https://www.cian.ru/sale/flat/314925928/,44.0
13100000,"Рассказовка: 10 мин, Мичуринец: 14 мин, Новопеределкино: 5 мин",Новопеределкино,5 мин,1.0,3.0,17.0,34.3,4.0,,Монолитный,,2014.0,,"Школы, Магазины",Парковка,,,323390945,https://www.cian.ru/sale/flat/323390945/,19.0
44500000,"Москва-Сити: 12 мин, Шелепиха: 15 мин, Деловой центр: 16 мин, Деловой центр: 19 мин, Шелепиха: 19 мин, Деловой центр: 19 мин",Москва-Сити,12 мин,3.0,14.0,18.0,79.0,10.0,,Монолитный,,2009.0,,,Парковка,,,320398062,https://www.cian.ru/sale/flat/320398062/,64.0
13500000,"Тушинская: 13 мин, Спартак: 24 мин, Стрешнево: 5 мин",Стрешнево,5 мин,1.0,6.0,12.0,39.0,8.6,2.64,Панельный,,,,"Школы, Магазины, Торговые центры",Парковка,,,322796227,https://www.cian.ru/sale/flat/322796227/,21.0
12140000,"Щёлковская: 5 мин, Первомайская: 7 мин, Измайловская: 10 мин",Щёлковская,5 мин,2.0,7.0,9.0,43.0,7.0,2.7,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322880132,https://www.cian.ru/sale/flat/322880132/,30.0
40920000,"Новаторская: 12 мин, Новаторская: 13 мин, Воронцовская: 22 мин",Новаторская,12 мин,2.0,5.0,22.0,68.2,10.0,,,Есть ремонт,2017.0,,,Парковка,,,316361238,https://www.cian.ru/sale/flat/316361238/,
13300000,"Новогиреево: 4 мин, Новогиреево: 14 мин, Перово: 18 мин",Новогиреево,4 мин,2.0,9.0,9.0,46.0,5.9,,Панельный,Есть ремонт,,,Школы,Парковка,,,322183012,https://www.cian.ru/sale/flat/322183012/,31.5
13300000,"Рассказовка: 5 мин, Мичуринец: 5 мин, Пыхтино: 7 мин",Рассказовка,5 мин,1.0,8.0,17.0,37.8,7.3,2.67,Панельный,Есть ремонт,2017.0,,"Школы, Магазины, Торговые центры",Парковка,,,323050986,https://www.cian.ru/sale/flat/323050986/,
39800000,"Ольховая: 17 мин, Сосенки: 10 мин, Бачуринская: 24 мин, Коммунарка: 5 мин, Корниловская: 6 мин",Коммунарка,5 мин,4.0,2.0,8.0,160.1,44.6,3.1,Монолитный,Дизайнерский ремонт,2013.0,,Школы,"Видеонаблюдение, Парковка",,,323251277,https://www.cian.ru/sale/flat/323251277/,49.8
540000000,"Минская: 14 мин, Минская: 14 мин, Ломоносовский проспект: 18 мин",Минская,14 мин,4.0,4.0,4.0,225.7,30.0,3.5,Монолитный,,2019.0,,"Школы, Торговые центры",Парковка,,,322974532,https://www.cian.ru/sale/flat/322974532/,98.0
11000000,"Калитники: 10 мин, Новохохловская: 19 мин, Волгоградский проспект: 23 мин",Калитники,10 мин,,10.0,22.0,34.7,12.5,3.0,Монолитный,,2025.0,,"Школы, Магазины, Торговые центры",Парковка,,,321510526,https://www.cian.ru/sale/flat/321510526/,17.2
64000000,"Деловой центр: 6 мин, Москва-Сити: 3 мин, Москва-Сити: 4 мин, Деловой центр: 6 мин, Деловой центр: 6 мин, Москва-Сити: 10 мин, Шелепиха: 16 мин, Шелепиха: 20 мин",Москва-Сити,3 мин,,13.0,77.0,61.8,,3.1,Монолитный,,2019.0,,,Парковка,,,322496526,https://www.cian.ru/sale/flat/322496526/,
25500000,"Дмитровская: 6 мин, Гражданская: 18 мин, Тимирязевская: 23 мин",Дмитровская,6 мин,1.0,32.0,55.0,40.8,10.0,3.15,,,2024.0,,Магазины,Парковка,,,321910041,https://www.cian.ru/sale/flat/321910041/,
16500000,"Щёлковская: 12 мин, Первомайская: 4 мин, Черкизовская: 6 мин",Первомайская,4 мин,2.0,14.0,14.0,51.0,9.6,,Панельный,,2016.0,,,Парковка,,,321380206,https://www.cian.ru/sale/flat/321380206/,32.0
23500000,"Площадь Ильича: 15 мин, Серп и Молот: 17 мин, Авиамоторная: 19 мин",Площадь Ильича,15 мин,2.0,11.0,22.0,57.6,11.2,2.7,Монолитный,Есть ремонт,2023.0,,"Школы, Магазины, Торговые центры",Парковка,,,322447342,https://www.cian.ru/sale/flat/322447342/,33.5
14999000,"Верхние Лихоборы: 6 мин, Окружная: 15 мин, Дегунино: 15 мин, Лихоборы: 20 мин",Верхние Лихоборы,6 мин,1.0,9.0,14.0,35.0,10.0,2.64,Блочный,Есть ремонт,,,,Парковка,,,322631022,https://www.cian.ru/sale/flat/322631022/,20.0
95000000,"Молодёжная: 7 мин, Крылатское: 21 мин, Рабочий посёлок: 4 мин",Рабочий посёлок,4 мин,,18.0,28.0,130.0,20.0,,Монолитный,Дизайнерский ремонт,2019.0,,"Школы, Магазины, Торговые центры",Парковка,,,321801555,https://www.cian.ru/sale/flat/321801555/,66.0
60700000,"Чистые пруды: 13 мин, Красные ворота: 12 мин, Курская: 12 мин, Тургеневская: 15 мин, Чкаловская: 15 мин, Курская: 15 мин, Сретенский бульвар: 16 мин, Китай-город: 18 мин",Красные ворота,12 мин,4.0,3.0,4.0,101.5,,3.2,Кирпичный,Евроремонт,,,"Школы, Магазины",,,,317611199,https://www.cian.ru/sale/flat/317611199/,75.0
27500000,"Аминьевская: 2 мин, Аминьевская: 4 мин, Матвеевская: 18 мин",Аминьевская,2 мин,2.0,25.0,39.0,58.0,18.0,3.1,,,,,"Школы, Магазины, Торговые центры",Парковка,,,322661853,https://www.cian.ru/sale/flat/322661853/,30.0
3800000,"Грачёвская: 17 мин, Моссельмаш: 22 мин, Речной вокзал: 25 мин",Грачёвская,17 мин,,1.0,18.0,10.0,,2.8,Панельный,,,,,Парковка,,,322612900,https://www.cian.ru/sale/flat/322612900/,8.0
13300000,"Волгоградский проспект: 3 мин, Дубровка: 15 мин, Угрешская: 15 мин",Волгоградский проспект,3 мин,,8.0,23.0,42.7,15.0,3.1,Монолитный,,2025.0,,Магазины,"Видеонаблюдение, Парковка",,,323444035,https://www.cian.ru/sale/flat/323444035/,
8900000,"Отрадное: 12 мин, Бибирево: 22 мин, Владыкино: 6 мин",Владыкино,6 мин,1.0,9.0,9.0,26.0,5.0,2.64,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,321588507,https://www.cian.ru/sale/flat/321588507/,15.0
14700000,"Площадь Ильича: 19 мин, Серп и Молот: 18 мин, Римская: 20 мин",Серп и Молот,18 мин,1.0,8.0,16.0,34.7,10.0,2.48,,Есть ремонт,,,Школы,Парковка,,,319476904,https://www.cian.ru/sale/flat/319476904/,
29000000,"Мнёвники: 4 мин, Терехово : 13 мин, Молодёжная: 5 мин",Мнёвники,4 мин,1.0,14.0,16.0,44.7,16.0,3.25,Монолитно-кирпичный,,,,"Школы, Магазины",Парковка,,,323158929,https://www.cian.ru/sale/flat/323158929/,16.1
12899000,"Октябрьское поле: 7 мин, Зорге: 7 мин, Панфиловская: 16 мин",Октябрьское поле,7 мин,1.0,1.0,5.0,34.4,11.0,3.0,Кирпичный,,,,"Школы, Магазины",Парковка,,,322160670,https://www.cian.ru/sale/flat/322160670/,13.4
31000000,"Шелепиха: 13 мин, Шелепиха: 16 мин, Москва-Сити: 25 мин",Шелепиха,13 мин,2.0,9.0,33.0,60.2,11.2,,,,2024.0,,"Школы, Торговые центры","Видеонаблюдение, Парковка",,,321664182,https://www.cian.ru/sale/flat/321664182/,38.5
13900000,"Ясенево: 21 мин, Тёплый Стан: 6 мин, Битцевский парк: 6 мин",Тёплый Стан,6 мин,2.0,11.0,16.0,53.3,8.0,,,,,,"Школы, Магазины",Парковка,,,322484449,https://www.cian.ru/sale/flat/322484449/,32.0
18000000,,,10 мин,3.0,8.0,9.0,56.0,,,,,,,,Парковка,,,322825329,https://www.cian.ru/sale/flat/322825329/,
52000000,"Павелецкая: 4 мин, Серпуховская: 9 мин, Добрынинская: 13 мин, Новокузнецкая: 20 мин",Павелецкая,4 мин,,8.0,10.0,60.0,,3.0,Монолитный,Есть ремонт,2024.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,319101322,https://www.cian.ru/sale/flat/319101322/,48.0
26700000,"Фили: 4 мин, Багратионовская: 14 мин, Парк Победы: 21 мин",Фили,4 мин,2.0,6.0,22.0,44.8,20.0,3.0,Монолитный,Есть ремонт,2021.0,,Школы,"Видеонаблюдение, Парковка",,,323136885,https://www.cian.ru/sale/flat/323136885/,20.0
23800000,"Волгоградский проспект: 12 мин, Угрешская: 5 мин, Дубровка: 17 мин",Угрешская,5 мин,1.0,21.0,30.0,38.0,21.0,2.7,,Есть ремонт,2024.0,,,Парковка,,,323230825,https://www.cian.ru/sale/flat/323230825/,11.0
8900000,"Потапово: 21 мин, Улица Горчакова: 4 мин, Улица Скобелевская: 4 мин",Улица Горчакова,4 мин,1.0,1.0,4.0,44.0,10.0,2.7,Кирпичный,Евроремонт,,,"Школы, Магазины, Торговые центры",,,,323464271,https://www.cian.ru/sale/flat/323464271/,19.0
4997000,"Таганская: 13 мин, Площадь Ильича: 14 мин, Марксистская: 15 мин, Чкаловская: 15 мин, Римская: 16 мин, Курская: 18 мин, Серп и Молот: 19 мин, Курская: 19 мин",Таганская,13 мин,,1.0,14.0,14.0,3.0,,,Есть ремонт,,,"Школы, Магазины",,,,318857911,https://www.cian.ru/sale/flat/318857911/,6.0
60825000,"Павелецкая: 17 мин, Серпуховская: 17 мин, Тульская: 21 мин",Павелецкая,17 мин,4.0,10.0,18.0,81.1,15.0,,,Есть ремонт,2023.0,,"Школы, Магазины",Парковка,,,312677685,https://www.cian.ru/sale/flat/312677685/,
26800000,"Рассказовка: 11 мин, Мичуринец: 23 мин, Новопеределкино: 5 мин",Новопеределкино,5 мин,3.0,18.0,20.0,83.2,10.0,,Монолитный,Есть ремонт,2016.0,,"Школы, Торговые центры",Парковка,,,323367648,https://www.cian.ru/sale/flat/323367648/,47.0
83000000,"Чистые пруды: 10 мин, Тургеневская: 12 мин, Красные ворота: 12 мин, Сретенский бульвар: 13 мин, Курская: 13 мин, Китай-город: 15 мин, Чкаловская: 16 мин, Курская: 16 мин, Лубянка: 19 мин",Чистые пруды,10 мин,4.0,3.0,5.0,120.0,15.0,3.5,Кирпичный,Есть ремонт,,,Магазины,Парковка,,,322796544,https://www.cian.ru/sale/flat/322796544/,
12650000,"Отрадное: 10 мин, Владыкино: 22 мин, Ботанический сад: 4 мин",Ботанический сад,4 мин,2.0,12.0,12.0,45.1,6.5,,Блочный,Есть ремонт,,,"Школы, Магазины",,,,323246429,https://www.cian.ru/sale/flat/323246429/,29.5
19990000,"Красногвардейская: 9 мин, Зябликово: 13 мин, Шипиловская: 13 мин, Домодедовская: 14 мин",Красногвардейская,9 мин,3.0,6.0,12.0,62.7,7.0,2.7,Монолитный,Евроремонт,,,,Парковка,,,322152517,https://www.cian.ru/sale/flat/322152517/,50.7
95737632,"Арбатская: 6 мин, Александровский сад: 10 мин, Библиотека им. Ленина: 10 мин, Боровицкая: 13 мин, Кропоткинская: 15 мин, Охотный ряд: 17 мин, Тверская: 18 мин, Смоленская: 19 мин, Пушкинская: 19 мин, Баррикадная: 19 мин, Чеховская: 20 мин",Арбатская,6 мин,,5.0,6.0,69.7,6.7,,Монолитно-кирпичный,,2017.0,,,Парковка,,,322824318,https://www.cian.ru/sale/flat/322824318/,38.8
